Gender,Age,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Female,27,No,1,Graduate,No,6030,1276,197956,360,0,Semiurban,0
Male,57,Yes,2,Graduate,No,2087,1678,66779,360,1,Semiurban,1
Female,64,Yes,0,Graduate,No,4763,1405,100805,240,1,Urban,1
Male,59,Yes,0,Graduate,No,3674,1043,142084,360,1,Urban,1
Female,18,No,2,Graduate,No,2416,4681,34066,360,1,Urban,1
Male,46,Yes,1,Not Graduate,Yes,3233,3630,181673,360,1,Urban,1
Male,67,No,0,Graduate,Yes,2506,1603,92366,360,0,Semiurban,1
Male,51,No,0,Graduate,No,3988,1878,117194,360,1,Rural,1
Female,68,No,1,Not Graduate,No,3235,994,81042,360,1,Urban,1
Female,30,No,3+,Graduate,No,2509,2412,117722,60,0,Urban,0
Female,18,No,0,Not Graduate,No,3178,1663,109772,360,1,Urban,1
Female,51,Yes,2,Graduate,No,6197,1388,62963,360,1,Rural,1
Male,46,Yes,0,Graduate,No,1840,2219,82790,120,1,Rural,1
Female,65,Yes,0,Graduate,No,2648,1934,120709,240,1,Urban,1
Female,64,Yes,0,Not Graduate,No,4471,918,177773,360,0,Rural,0
Male,30,No,2,Graduate,No,2558,3713,84932,360,1,Urban,1
Male,65,Yes,0,Not Graduate,No,7782,3976,58897,240,1,Urban,1
Male,66,No,2,Graduate,No,7288,1048,113694,360,1,Urban,1
Female,46,Yes,0,Not Graduate,Yes,7524,23253,87519,360,0,Urban,1
Male,56,Yes,3+,Not Graduate,No,5397,849,136082,360,1,Urban,1
Male,41,No,2,Not Graduate,No,6543,2959,73254,360,0,Semiurban,0
Male,43,Yes,1,Graduate,No,3693,2835,57277,360,0,Semiurban,1
Female,34,Yes,2,Graduate,Yes,2593,3217,184930,180,1,Urban,1
Male,24,Yes,1,Graduate,No,2685,7096,81686,240,1,Urban,1
Female,30,No,2,Graduate,No,1435,1452,68715,360,1,Urban,1
Female,22,Yes,0,Graduate,No,2952,1870,75088,360,1,Rural,1
Male,43,Yes,0,Not Graduate,No,3059,2539,173534,360,1,Urban,1
Male,66,Yes,1,Graduate,No,3286,470,247040,180,1,Urban,1
Female,20,No,0,Not Graduate,No,16538,2015,71979,360,1,Urban,1
Male,24,No,0,Graduate,No,2355,2491,91316,360,0,Urban,0
Male,66,Yes,1,Graduate,No,3191,1025,112277,360,1,Semiurban,1
Female,56,Yes,0,Graduate,No,13263,10368,46852,360,1,Urban,1
Female,18,No,1,Not Graduate,Yes,2409,2229,80473,360,0,Urban,0
Male,66,Yes,0,Graduate,No,1963,1002,210244,360,1,Rural,1
Female,34,Yes,3+,Not Graduate,No,3247,1144,86671,240,1,Rural,1
Male,60,Yes,3+,Graduate,No,2405,960,163653,360,1,Rural,1
Male,42,No,3+,Not Graduate,No,7012,986,96076,360,0,Rural,0
Male,20,Yes,0,Graduate,Yes,3985,2368,42144,60,1,Semiurban,1
Female,32,Yes,1,Graduate,No,1889,2547,146799,240,1,Rural,1
Male,46,No,3+,Graduate,No,4409,2593,85878,360,1,Semiurban,1
Male,60,No,3+,Not Graduate,No,4090,3107,175029,360,1,Rural,1
Male,49,Yes,2,Graduate,No,1597,2535,107027,360,0,Rural,0
Female,43,Yes,0,Not Graduate,No,4758,10316,98967,360,1,Semiurban,1
Female,33,No,1,Graduate,No,4912,3731,119183,240,0,Rural,0
Female,42,No,2,Not Graduate,No,1623,790,114916,360,1,Urban,1
Female,45,No,0,Graduate,No,1759,1858,49331,180,1,Urban,1
Female,26,Yes,1,Graduate,Yes,2951,733,150895,120,1,Urban,1
Male,18,Yes,2,Graduate,No,2506,1840,97422,360,1,Semiurban,1
Female,46,No,1,Not Graduate,No,5207,586,99792,360,1,Rural,1
Female,39,No,0,Not Graduate,No,2808,1499,116688,240,1,Rural,1
Female,33,Yes,1,Graduate,Yes,3276,1658,141725,180,1,Semiurban,1
Male,58,Yes,3+,Not Graduate,No,1929,616,150548,360,0,Urban,0
Female,68,No,1,Graduate,No,6432,1830,128841,360,1,Urban,1
Female,61,Yes,2,Not Graduate,No,2308,1341,49098,240,1,Semiurban,1
Male,68,Yes,1,Graduate,No,1960,753,95953,360,1,Semiurban,1
Female,58,Yes,1,Graduate,No,3755,3782,67886,360,1,Urban,1
Male,24,Yes,1,Graduate,No,6933,1369,106052,360,1,Urban,1
Male,31,Yes,0,Graduate,No,4778,4449,91173,60,1,Semiurban,1
Male,46,No,0,Graduate,No,2594,2130,222882,360,1,Rural,1
Male,36,Yes,0,Not Graduate,No,2855,1322,57222,360,1,Urban,1
Male,36,Yes,0,Graduate,No,1620,833,99115,360,0,Semiurban,0
Female,19,Yes,0,Not Graduate,No,11555,707,103285,60,1,Semiurban,1
Male,58,Yes,0,Not Graduate,No,9237,2100,81914,360,1,Semiurban,1
Male,62,Yes,2,Graduate,No,4328,2420,97810,180,1,Rural,1
Female,32,Yes,0,Graduate,No,3614,923,232495,360,1,Urban,1
Male,20,No,0,Graduate,No,1852,687,114118,180,1,Rural,1
Female,28,Yes,0,Not Graduate,No,3335,3163,180717,180,0,Urban,0
Female,63,Yes,1,Not Graduate,No,6214,3277,81798,360,1,Semiurban,1
Female,47,Yes,0,Not Graduate,Yes,5639,933,134446,360,0,Urban,1
Male,57,Yes,0,Graduate,No,2778,1559,71373,360,1,Rural,1
Male,35,No,0,Not Graduate,No,5886,2733,69646,360,1,Urban,1
Male,68,Yes,2,Graduate,Yes,7289,748,48407,180,1,Semiurban,1
Female,65,No,3+,Graduate,No,3717,896,64446,360,1,Rural,1
Male,19,Yes,3+,Graduate,No,6562,3479,100950,360,1,Semiurban,1
Male,49,No,0,Not Graduate,No,9800,886,183214,360,1,Rural,1
Male,25,Yes,1,Not Graduate,No,11489,1910,94223,360,1,Rural,1
Female,39,No,1,Graduate,No,2539,1955,108322,360,1,Urban,1
Female,23,Yes,0,Not Graduate,Yes,4750,693,156102,360,1,Semiurban,1
Male,29,Yes,0,Not Graduate,No,5552,3967,86729,360,0,Semiurban,0
Male,64,No,0,Graduate,No,3599,519,66806,360,1,Rural,1
Male,57,No,2,Graduate,No,7678,2258,69922,360,1,Urban,1
Male,53,Yes,0,Graduate,No,3765,1252,154586,240,1,Semiurban,1
Female,32,Yes,0,Graduate,Yes,3321,1963,104590,240,1,Urban,1
Female,45,Yes,0,Graduate,No,1654,1498,104594,240,1,Rural,1
Female,69,No,1,Graduate,No,1320,731,69110,60,1,Urban,1
Female,66,Yes,2,Not Graduate,Yes,2951,1423,168944,120,1,Urban,1
Male,62,Yes,1,Graduate,No,638,2649,206681,360,1,Rural,1
Male,35,No,1,Graduate,No,7682,1488,105797,360,0,Rural,1
Male,19,No,1,Graduate,No,6205,1234,142524,360,1,Urban,1
Female,30,No,0,Graduate,No,5507,369,76271,360,1,Semiurban,1
Male,62,No,0,Not Graduate,No,7099,887,164351,60,1,Semiurban,1
Female,32,No,3+,Graduate,No,3086,999,124272,360,1,Semiurban,1
Female,37,Yes,3+,Graduate,No,4157,3535,60346,180,0,Rural,1
Male,46,Yes,1,Not Graduate,No,2914,1325,118283,360,1,Urban,1
Male,59,No,0,Graduate,No,7083,2712,118044,60,1,Semiurban,1
Male,46,Yes,0,Not Graduate,No,787,970,106155,180,0,Urban,0
Female,20,No,0,Graduate,No,7081,346,120982,360,1,Rural,1
Male,36,Yes,2,Graduate,No,1220,3970,96884,360,1,Semiurban,1
Female,20,Yes,1,Not Graduate,No,3217,975,91735,240,1,Urban,1
Male,31,No,2,Graduate,No,1939,3813,109086,120,1,Urban,1
Female,57,No,1,Graduate,No,3355,1518,85829,240,0,Urban,1
Female,21,Yes,0,Graduate,Yes,2613,5453,76181,180,1,Semiurban,0
Male,69,No,0,Graduate,No,2890,23077,153914,360,1,Semiurban,1
Female,28,No,0,Not Graduate,Yes,5056,2577,78481,360,1,Rural,1
Female,48,Yes,1,Not Graduate,No,4166,606,92565,120,0,Semiurban,0
Male,60,Yes,0,Graduate,No,6630,2806,81479,360,0,Semiurban,1
Female,49,No,1,Graduate,No,4679,2441,69693,360,1,Rural,1
Male,44,No,1,Not Graduate,No,1403,673,182904,360,1,Semiurban,1
Female,47,Yes,0,Not Graduate,No,14926,1066,55470,360,1,Urban,1
Male,60,No,0,Graduate,Yes,1106,1271,115717,360,0,Rural,0
Male,19,No,0,Not Graduate,No,4397,2399,93683,360,1,Semiurban,1
Female,66,Yes,1,Graduate,No,5661,869,119549,360,1,Rural,1
Female,26,No,0,Graduate,No,4339,787,92210,360,1,Semiurban,1
Female,45,Yes,0,Not Graduate,Yes,3229,707,120209,180,0,Semiurban,0
Female,48,Yes,2,Graduate,No,8883,404,110550,60,0,Semiurban,1
Female,51,No,1,Graduate,No,7143,2988,124922,360,1,Urban,1
Male,32,No,1,Graduate,No,3594,1931,198281,360,1,Rural,1
Female,65,No,1,Graduate,No,2780,3399,46782,180,1,Semiurban,1
Male,42,Yes,2,Graduate,No,2229,1020,101977,360,1,Semiurban,1
Male,53,Yes,1,Not Graduate,No,2338,995,66336,360,1,Urban,1
Female,25,Yes,0,Graduate,No,3512,2378,73877,360,0,Rural,0
Male,26,Yes,0,Graduate,No,1348,3683,67450,360,1,Rural,1
Male,54,Yes,2,Graduate,No,3626,3975,87828,360,1,Semiurban,1
Male,65,Yes,1,Graduate,No,5895,740,154641,60,1,Urban,1
Male,62,Yes,1,Graduate,No,2597,3854,84866,360,1,Urban,1
Female,56,No,2,Graduate,No,3591,6022,113364,360,1,Urban,1
Male,49,Yes,3+,Graduate,No,4378,2533,141309,360,1,Semiurban,1
Female,69,Yes,0,Not Graduate,No,4869,4564,70217,180,1,Rural,1
Female,34,Yes,0,Graduate,No,3229,2748,71750,240,0,Urban,1
Male,52,Yes,0,Not Graduate,No,10471,737,98728,360,0,Semiurban,1
Female,54,Yes,2,Graduate,No,3648,3817,48015,360,1,Semiurban,1
Female,36,Yes,0,Not Graduate,No,1639,2466,220508,360,1,Urban,1
Female,61,No,0,Graduate,Yes,2889,799,98938,360,1,Urban,1
Male,46,Yes,0,Not Graduate,Yes,7933,1147,123479,360,1,Semiurban,1
Female,24,No,0,Graduate,No,7569,2514,91293,180,0,Urban,0
Female,45,No,0,Not Graduate,No,1297,12306,127316,360,1,Semiurban,1
Female,26,No,0,Graduate,No,3045,7629,92067,60,0,Urban,1
Male,45,Yes,1,Not Graduate,Yes,2653,365,123417,180,1,Rural,1
Female,23,No,0,Not Graduate,No,5810,1809,165825,360,1,Rural,1
Male,46,Yes,0,Not Graduate,No,1839,5948,40910,360,1,Semiurban,1
Male,34,Yes,2,Graduate,No,9283,1309,128864,360,1,Semiurban,1
Male,33,No,2,Graduate,No,1507,1206,79877,360,0,Urban,1
Male,40,No,0,Not Graduate,No,3347,1175,63456,360,0,Semiurban,0
Male,48,Yes,0,Graduate,No,1767,3554,55413,360,0,Rural,1
Male,20,Yes,1,Graduate,No,5399,2459,102646,360,1,Rural,1
Female,38,Yes,0,Graduate,No,1059,2769,110502,360,1,Urban,1
Male,43,Yes,0,Graduate,No,3285,1544,76857,240,1,Urban,1
Female,53,Yes,0,Graduate,No,3246,7327,59675,240,1,Urban,1
Female,59,No,0,Graduate,No,2126,1407,103349,120,1,Urban,1
Male,54,No,1,Graduate,No,7564,3655,101494,60,1,Semiurban,1
Female,39,No,2,Graduate,No,10119,343,125558,360,1,Urban,1
Female,59,Yes,2,Graduate,Yes,2859,1753,129956,360,1,Rural,1
Female,29,No,1,Not Graduate,No,3934,1241,157287,240,1,Semiurban,1
Female,59,No,0,Graduate,No,2513,1963,129262,120,1,Urban,1
Male,30,No,1,Graduate,No,1706,493,51386,360,1,Urban,1
Female,28,Yes,0,Graduate,Yes,1861,6688,98349,360,1,Semiurban,1
Male,33,Yes,0,Not Graduate,Yes,1891,2066,147267,360,1,Semiurban,1
Female,25,Yes,1,Graduate,No,7703,10932,138582,180,1,Rural,1
Female,57,Yes,2,Graduate,Yes,4712,3386,260900,180,1,Rural,1
Male,57,No,0,Graduate,Yes,2055,2234,140879,180,1,Semiurban,1
Female,62,No,2,Graduate,No,2168,1831,57601,360,1,Semiurban,1
Female,19,Yes,0,Graduate,Yes,2001,3076,52466,360,1,Semiurban,1
Female,47,Yes,0,Not Graduate,No,1179,3315,100950,360,1,Semiurban,1
Male,47,Yes,0,Graduate,No,4971,2707,104857,360,1,Rural,1
Female,29,Yes,1,Graduate,No,3373,11053,79272,60,0,Semiurban,0
Male,27,Yes,2,Graduate,No,10156,4563,134222,360,1,Semiurban,1
Female,61,No,1,Not Graduate,No,1043,1089,36108,360,1,Urban,1
Male,28,Yes,0,Graduate,No,6056,958,81995,180,1,Rural,1
Male,32,No,0,Graduate,No,6387,2576,39609,360,1,Semiurban,1
Female,33,Yes,1,Graduate,No,6912,2099,73071,120,1,Urban,1
Female,34,Yes,0,Graduate,No,4219,2259,85914,360,1,Rural,1
Male,43,Yes,0,Not Graduate,No,6333,493,150316,240,1,Rural,1
Male,19,No,3+,Graduate,No,4374,3688,60553,240,1,Urban,1
Female,67,Yes,1,Graduate,No,2323,1341,93464,360,1,Urban,1
Male,29,No,0,Graduate,No,2861,10731,80050,360,1,Rural,1
Female,68,Yes,0,Graduate,No,2816,2182,94018,360,1,Semiurban,1
Female,43,No,0,Graduate,No,7319,1655,84521,360,1,Rural,1
Female,40,No,1,Not Graduate,No,7845,2680,89199,360,1,Urban,1
Female,35,Yes,2,Graduate,No,5935,1069,76062,120,1,Semiurban,1
Male,49,No,1,Graduate,No,3777,6910,114452,360,1,Semiurban,1
Female,66,Yes,0,Graduate,No,1059,12086,153421,360,1,Urban,1
Male,55,No,0,Not Graduate,No,5967,3246,100382,360,1,Rural,1
Female,64,Yes,3+,Graduate,No,5819,3083,220427,180,1,Semiurban,1
Male,20,Yes,3+,Not Graduate,No,4319,1129,101866,120,1,Semiurban,1
Female,55,No,1,Graduate,No,4854,1795,136273,360,1,Urban,1
Male,20,No,0,Graduate,No,2237,2794,72845,360,0,Semiurban,0
Male,47,Yes,1,Graduate,No,2963,721,94273,360,0,Rural,1
Female,18,No,2,Graduate,No,2225,6388,87189,360,1,Rural,1
Female,47,Yes,1,Graduate,Yes,3316,529,60532,360,1,Rural,1
Female,62,Yes,1,Graduate,No,6162,345,72593,360,1,Urban,1
Female,49,No,0,Graduate,No,4737,7292,113884,240,1,Urban,1
Male,45,Yes,0,Graduate,No,1945,3370,164977,360,1,Semiurban,1
Female,38,Yes,0,Graduate,No,10929,850,123575,120,1,Rural,1
Male,63,No,3+,Graduate,No,4039,2048,112926,360,1,Semiurban,1
Male,30,Yes,1,Not Graduate,No,2429,2183,70043,240,1,Urban,1
Female,44,No,2,Graduate,No,3039,1963,119875,120,1,Semiurban,1
Male,53,Yes,0,Not Graduate,No,2609,791,76649,60,1,Semiurban,1
Male,24,Yes,3+,Graduate,No,4170,2327,61763,240,1,Urban,1
Male,39,Yes,2,Graduate,Yes,1646,4589,68894,360,0,Urban,1
Male,27,No,0,Not Graduate,No,4344,454,94087,360,1,Urban,1
Female,56,No,2,Graduate,No,6027,1227,79540,180,1,Urban,1
Female,32,Yes,0,Graduate,No,5408,714,110750,240,1,Urban,1
Female,32,Yes,0,Graduate,Yes,4268,981,84870,360,1,Urban,1
Female,21,No,0,Graduate,No,5142,2447,110319,120,0,Semiurban,0
Male,49,Yes,3+,Not Graduate,No,4607,641,87166,360,1,Urban,1
Male,40,No,3+,Not Graduate,No,6822,7252,96820,360,1,Semiurban,1
Female,23,Yes,0,Graduate,No,3153,1911,66677,360,1,Urban,1
Female,41,No,1,Graduate,No,2104,1326,175271,360,1,Urban,1
Female,37,Yes,1,Not Graduate,No,4534,396,51419,360,1,Rural,1
Male,54,No,2,Graduate,No,6976,2025,267207,180,1,Rural,1
Female,37,No,0,Graduate,No,2880,1889,119315,360,1,Semiurban,1
Female,29,Yes,1,Graduate,No,9495,626,52834,360,0,Semiurban,1
Female,50,Yes,1,Graduate,No,4577,817,102701,180,1,Urban,1
Male,45,No,0,Not Graduate,No,6355,7164,107898,240,1,Rural,1
Male,25,No,0,Graduate,No,1813,1323,179341,360,0,Urban,0
Male,18,Yes,1,Graduate,No,5852,1872,57552,360,1,Urban,1
Male,54,Yes,0,Graduate,No,4821,2813,57579,120,0,Semiurban,1
Male,39,No,3+,Not Graduate,No,12928,1598,113315,360,1,Urban,1
Male,23,Yes,0,Graduate,No,4962,5337,106651,360,1,Semiurban,1
Male,38,No,3+,Not Graduate,No,5390,1006,177530,240,1,Urban,1
Male,49,Yes,0,Not Graduate,No,2225,1286,66219,360,1,Urban,1
Female,52,No,0,Graduate,No,4404,1300,64082,360,0,Rural,1
Female,32,No,0,Graduate,No,7240,958,208578,360,1,Semiurban,1
Male,22,No,2,Graduate,No,2957,895,96932,360,1,Urban,1
Male,63,Yes,2,Not Graduate,No,2375,1851,73263,180,1,Urban,1
Female,67,No,0,Not Graduate,No,12152,5322,130913,360,1,Urban,1
Male,65,Yes,0,Graduate,Yes,3082,704,43463,360,1,Rural,1
Male,23,Yes,1,Graduate,No,6266,1555,114842,240,1,Semiurban,1
Male,42,Yes,0,Graduate,No,2733,3330,76666,360,1,Semiurban,1
Female,63,Yes,2,Not Graduate,No,2799,8808,80753,360,1,Urban,1
Female,57,No,0,Graduate,Yes,3382,3832,165735,360,0,Semiurban,1
Female,46,Yes,1,Graduate,No,5134,1533,117204,360,1,Urban,1
Female,24,No,1,Graduate,No,7338,1154,62874,360,1,Semiurban,1
Female,57,No,3+,Graduate,No,2600,4462,100769,360,1,Semiurban,1
Male,30,No,1,Graduate,No,7132,3664,103445,360,1,Rural,1
Female,55,Yes,0,Graduate,No,3956,1831,88889,360,0,Rural,1
Male,35,Yes,0,Graduate,No,3276,1531,67231,240,1,Urban,1
Male,19,No,1,Graduate,No,5093,9078,108089,360,1,Rural,1
Female,25,Yes,1,Not Graduate,No,8582,8031,130655,360,0,Urban,0
Female,28,Yes,2,Graduate,No,4960,2473,118360,360,1,Urban,1
Male,50,Yes,1,Graduate,No,2354,2132,74225,360,1,Urban,1
Male,55,Yes,1,Graduate,No,3974,721,92678,360,1,Semiurban,1
Male,65,No,0,Graduate,No,5101,1874,40812,360,1,Semiurban,1
Female,44,Yes,0,Graduate,No,2550,4753,187088,240,1,Urban,1
Female,37,Yes,0,Not Graduate,No,4309,385,77602,360,1,Urban,1
Female,29,Yes,0,Graduate,No,2366,2927,80171,360,1,Urban,1
Female,60,Yes,1,Graduate,No,5326,3135,58348,120,0,Rural,1
Female,48,Yes,0,Graduate,No,8766,3142,139297,360,0,Semiurban,1
Male,44,Yes,0,Graduate,No,3468,1072,148929,120,1,Urban,1
Female,49,Yes,0,Graduate,Yes,5694,1397,78599,360,1,Rural,1
Male,27,No,0,Not Graduate,No,6734,1100,62621,360,0,Urban,0
Male,20,Yes,0,Graduate,No,2814,8877,99527,360,1,Semiurban,1
Male,62,Yes,1,Graduate,No,4693,6286,86531,360,1,Semiurban,1
Female,44,Yes,0,Not Graduate,No,7209,2436,132949,360,1,Urban,1
Female,52,Yes,1,Graduate,Yes,9721,1856,93665,360,0,Urban,1
Female,48,No,1,Graduate,No,3081,1796,91034,360,1,Semiurban,1
Male,32,Yes,3+,Graduate,No,1851,1407,129078,360,1,Rural,1
Male,33,Yes,0,Graduate,No,5167,402,52554,360,0,Semiurban,1
Male,30,Yes,0,Graduate,No,4176,1867,87159,360,0,Semiurban,0
Male,66,No,0,Not Graduate,No,3707,9155,106603,360,1,Rural,1
Male,52,Yes,0,Not Graduate,No,2666,2286,83190,360,1,Semiurban,1
Male,69,No,3+,Not Graduate,Yes,6188,1102,110446,360,1,Urban,1
Female,28,Yes,1,Graduate,No,2557,2224,107865,360,1,Rural,1
Female,38,No,1,Not Graduate,Yes,2427,1515,140314,360,1,Semiurban,1
Female,68,No,0,Graduate,No,3363,815,88455,360,0,Urban,1
Female,28,Yes,1,Graduate,No,6357,738,43779,360,1,Rural,1
Male,47,Yes,0,Graduate,No,1613,1860,53154,120,1,Semiurban,1
Male,65,Yes,1,Graduate,Yes,1980,561,118827,360,1,Urban,1
Female,52,Yes,1,Not Graduate,No,2226,1832,106145,240,1,Urban,1
Male,39,Yes,0,Graduate,Yes,11967,1688,90188,360,1,Semiurban,1
Female,55,Yes,0,Not Graduate,No,4313,3216,92844,360,0,Urban,0
Female,48,Yes,2,Graduate,No,1947,1590,76174,360,1,Semiurban,1
Female,31,Yes,0,Graduate,No,3365,779,76280,360,1,Urban,1
Male,41,Yes,0,Graduate,No,5790,2045,79314,360,1,Semiurban,1
Female,67,Yes,0,Graduate,No,12088,4169,88283,60,1,Rural,1
Female,66,Yes,0,Not Graduate,No,1446,1184,103653,360,0,Rural,1
Female,49,No,1,Graduate,No,1910,6536,95736,360,0,Semiurban,1
Male,53,Yes,1,Not Graduate,No,2972,1982,86595,360,1,Urban,1
Male,49,No,2,Graduate,No,3035,1358,130389,360,0,Semiurban,0
Female,32,Yes,0,Graduate,No,3006,1095,139752,180,1,Rural,1
Male,60,Yes,1,Graduate,No,3403,2114,168633,360,0,Urban,1
Male,52,Yes,2,Not Graduate,No,12298,1678,91546,360,0,Urban,1
Male,20,Yes,0,Graduate,No,1703,646,80161,360,1,Semiurban,1
Male,33,No,0,Graduate,No,4007,6459,96234,360,1,Semiurban,1
Male,22,No,2,Graduate,No,5097,1381,79266,360,0,Rural,0
Male,38,Yes,0,Graduate,No,1523,6416,98091,360,1,Semiurban,1
Male,27,No,0,Graduate,No,8608,755,116169,180,1,Rural,1
Male,36,Yes,0,Graduate,No,3313,3902,103011,360,1,Urban,1
Male,42,No,0,Graduate,No,1900,5348,92540,360,1,Urban,1
Male,21,No,0,Graduate,No,9210,5004,127447,360,0,Semiurban,1
Female,46,Yes,0,Graduate,No,5479,2490,193026,360,1,Urban,1
Female,36,Yes,1,Graduate,No,2629,4012,74379,360,0,Urban,1
Male,60,Yes,0,Graduate,No,5625,2630,112839,360,1,Urban,1
Female,19,No,2,Graduate,No,4594,792,91468,180,1,Rural,1
Female,27,Yes,0,Graduate,No,1448,2516,70434,360,0,Rural,1
Male,60,No,3+,Graduate,No,1535,755,74025,60,1,Urban,1
Male,42,No,3+,Graduate,No,4456,678,83903,60,1,Rural,1
Male,37,Yes,2,Graduate,No,1257,2261,185220,360,1,Semiurban,1
Female,65,Yes,3+,Graduate,No,6655,1126,144532,180,1,Rural,1
Female,36,No,1,Graduate,No,1589,6449,69057,360,1,Rural,1
Male,40,Yes,2,Graduate,No,6325,6957,122740,360,1,Rural,1
Male,41,No,0,Not Graduate,No,8553,16164,66948,360,0,Urban,0
Male,28,Yes,0,Graduate,No,4884,607,76839,180,0,Urban,1
Female,63,Yes,2,Graduate,No,398,732,166907,180,1,Semiurban,1
Female,51,Yes,0,Graduate,Yes,7130,3622,218244,240,1,Urban,1
Female,45,No,2,Graduate,No,2801,1404,46285,120,1,Rural,1
Female,22,Yes,2,Graduate,No,3517,1013,99938,360,0,Rural,0
Male,22,No,0,Not Graduate,No,2330,1330,116198,180,1,Rural,0
Male,68,Yes,2,Graduate,No,9989,1706,88448,360,1,Urban,1
Male,38,No,0,Not Graduate,No,4049,3071,104427,240,1,Urban,1
Male,29,Yes,0,Graduate,Yes,2853,423,83931,360,1,Urban,1
Female,67,Yes,1,Not Graduate,No,8132,2506,126875,180,1,Urban,1
Female,21,No,0,Not Graduate,No,6171,1550,86103,360,1,Urban,1
Male,66,Yes,1,Graduate,No,1845,958,123465,360,0,Urban,1
Male,59,Yes,1,Graduate,No,4448,5490,146409,360,1,Urban,1
Female,37,Yes,0,Graduate,No,4155,1282,138406,60,1,Urban,1
Male,55,No,2,Not Graduate,No,1505,1373,91711,360,0,Rural,0
Female,42,No,1,Graduate,Yes,5980,1445,40024,360,0,Semiurban,0
Male,31,Yes,0,Graduate,No,3578,6304,120084,360,1,Semiurban,1
Male,28,Yes,0,Graduate,Yes,13235,1972,55366,360,1,Semiurban,1
Male,49,No,2,Graduate,No,8483,1710,118769,120,1,Urban,1
Male,28,Yes,2,Not Graduate,No,4159,3666,115044,360,0,Rural,0
Male,35,No,0,Graduate,No,3454,302,90860,60,0,Urban,1
Male,44,Yes,0,Graduate,No,1067,2126,101389,360,0,Semiurban,1
Male,35,No,2,Graduate,Yes,6035,2152,176648,60,1,Urban,1
Female,40,No,1,Graduate,Yes,3494,3504,165739,360,1,Rural,1
Female,28,No,0,Not Graduate,No,2750,2286,85771,360,1,Rural,1
Female,38,No,1,Not Graduate,No,3688,732,46357,360,1,Urban,1
Female,61,Yes,0,Graduate,No,9243,479,185049,360,1,Rural,1
Female,22,Yes,2,Graduate,Yes,8256,3011,52512,360,1,Semiurban,1
Male,40,Yes,0,Not Graduate,No,8243,1220,102383,360,1,Semiurban,1
Male,58,No,0,Graduate,No,1952,1390,95859,360,1,Urban,1
Female,42,No,0,Graduate,No,9393,910,117493,60,1,Urban,1
Male,58,No,3+,Graduate,Yes,2713,1828,165996,180,1,Rural,1
Female,27,Yes,2,Graduate,No,5697,1706,101138,120,1,Urban,1
Female,39,Yes,1,Graduate,No,5305,680,80668,180,1,Rural,1
Male,36,Yes,1,Not Graduate,No,3345,3349,110620,360,1,Urban,1
Male,18,No,0,Graduate,No,4140,1021,57227,360,1,Urban,1
Male,24,Yes,3+,Graduate,No,1358,5659,75085,360,1,Semiurban,1
Female,21,Yes,0,Graduate,No,3772,2141,90704,180,1,Urban,1
Male,18,No,2,Not Graduate,No,3161,1686,122667,240,1,Rural,1
Female,32,Yes,0,Graduate,No,13600,540,171879,360,1,Urban,1
Female,57,Yes,0,Graduate,No,3704,2785,152133,360,0,Urban,1
Female,29,Yes,1,Graduate,Yes,2371,1751,142664,360,1,Semiurban,1
Male,39,No,2,Not Graduate,No,3901,2073,152793,360,1,Semiurban,1
Male,39,Yes,2,Graduate,Yes,2433,5185,124948,360,1,Rural,1
Female,67,No,1,Graduate,No,1554,3625,101824,360,1,Urban,1
Male,64,Yes,0,Graduate,No,4662,4410,66168,240,1,Semiurban,1
Male,34,No,3+,Graduate,No,3657,262,99979,240,1,Semiurban,1
Male,46,Yes,0,Not Graduate,Yes,6607,1529,51174,360,1,Urban,1
Female,63,Yes,2,Graduate,No,8722,505,80111,60,1,Semiurban,1
Female,31,No,1,Graduate,No,11311,2637,101310,240,1,Rural,1
Male,67,No,0,Graduate,No,4179,401,101100,180,1,Urban,1
Female,37,Yes,0,Graduate,No,5513,4199,76749,360,1,Urban,1
Male,67,No,0,Graduate,No,4311,6347,49537,360,1,Semiurban,1
Male,65,Yes,0,Not Graduate,No,905,1560,78876,360,1,Semiurban,1
Male,50,No,0,Graduate,No,7643,2377,89139,360,1,Urban,1
Male,60,No,0,Graduate,No,5051,6257,106477,360,1,Urban,1
Female,32,Yes,0,Not Graduate,Yes,5092,9612,130205,360,1,Urban,1
Female,29,No,1,Graduate,No,2677,6967,87279,60,1,Rural,1
Female,57,Yes,2,Graduate,No,2475,2782,84633,360,1,Semiurban,1
Male,37,Yes,0,Graduate,No,3495,6575,76425,360,1,Urban,1
Male,47,No,0,Not Graduate,No,5088,835,95977,360,0,Urban,1
Male,55,No,0,Graduate,No,1128,1045,143450,360,0,Urban,1
Female,20,Yes,1,Graduate,No,4110,3822,64934,360,1,Urban,1
Male,45,Yes,2,Graduate,No,10027,1848,45034,360,1,Semiurban,1
Female,43,Yes,1,Graduate,No,3365,3102,107331,360,1,Semiurban,1
Female,47,No,2,Graduate,No,1110,3761,157990,360,1,Rural,1
Female,30,Yes,1,Graduate,No,3251,3807,111575,360,1,Urban,1
Female,30,Yes,1,Graduate,No,4345,411,66398,360,0,Urban,1
Female,19,Yes,0,Graduate,No,4562,3118,94646,360,1,Semiurban,1
